sale_date,sale_price,house_square_feet,attic_finished_square_feet,basement_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,hvac_description,exterior,interior,stories,roof_cover,year_built,bedrooms,bathrooms,waterfront_type,view_quality,utility_sewer
2020-01-09,379450,1953,0,0,544,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1998,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-06,273000,900,272,900,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1925,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-08,352000,1532,0,0,528,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1983,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,440000,1953,0,0,658,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,319500,1101,240,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1900,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-06,380000,1691,0,0,462,0,2,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1965,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,382800,1768,0,0,396,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2008,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,441000,2209,0,0,575,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1996,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,578450,2634,0,0,635,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,306500,1306,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,290000,1728,0,0,0,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,380000,2030,0,0,567,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,493000,1008,360,830,0,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1926,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,380000,856,0,800,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1917,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,345500,2145,0,0,398,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2005,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,314950,864,0,0,240,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1949,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,389950,1884,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1921,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,389950,420,0,0,756,0,0,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1940,1,1,,,SEWER/SEPTIC INSTALLED
2020-01-10,242000,1442,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,4,1,,,SEWER/SEPTIC INSTALLED
2020-01-08,700000,3451,0,0,667,0,2,Forced Air,Frame Siding,Drywall,2,Concrete Tile,1997,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,250000,772,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1946,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-11,267700,1204,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,2007,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,245000,984,0,0,312,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1969,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-06,549950,3092,0,0,464,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,319000,1478,0,0,400,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,2005,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-03,515000,3166,0,0,978,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2012,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,656500,3832,0,0,720,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1974,6,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,125706,792,0,0,280,0,0,Forced Air,Frame Siding,Drywall,1,Built Up Rock,1951,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,428000,2296,0,0,784,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1978,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,380000,2004,0,432,0,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1921,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,410000,2158,0,0,697,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1999,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-01,600000,2042,0,0,0,1152,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1968,2,2,WF Lake,,SEWER/SEPTIC INSTALLED
2020-01-01,600000,919,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1965,2,1,WF Lake,,SEWER/SEPTIC INSTALLED
2020-01-01,600000,516,0,0,0,0,0,No Heat,Frame Siding,Drywall,1,Composition Shingle,1965,1,1,WF Lake,,SEWER/SEPTIC INSTALLED
2020-01-10,312000,1463,0,0,420,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2017,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,560000,1951,588,0,360,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2015,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,269950,1668,0,1040,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1908,4,1,,,SEWER/SEPTIC INSTALLED
2020-01-02,425560,2304,0,0,464,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,400000,2292,0,0,440,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,304304,1602,0,0,460,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,299950,1008,0,0,252,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1953,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,479900,2160,0,0,0,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2014,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,485000,3206,0,0,400,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2009,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,367900,1676,0,0,380,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,205000,884,0,0,0,240,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1925,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,288660,936,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1927,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,230000,1040,0,0,345,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1977,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-14,305000,1152,0,0,273,0,1,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1965,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,453000,1977,0,988,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1925,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,360000,912,190,912,0,288,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1908,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-02,575000,2821,0,0,470,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2015,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,569950,3195,0,0,580,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,300000,1580,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1965,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,475000,3065,0,0,880,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2007,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,315000,1398,0,870,0,364,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1948,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,389500,2238,0,0,396,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2017,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,382000,2161,0,0,399,0,1,Forced Air,Frame Siding,Drywall,3,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,400000,1458,0,0,449,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2010,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,310000,1590,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1971,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,580000,2672,0,1332,0,0,1,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,2001,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-08,303850,1120,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1972,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-08,390000,2390,0,0,842,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,428000,1824,0,0,500,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,3,3,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-13,377000,1368,0,414,0,0,1,Forced Air,Frame Siding,Drywall,1,Built Up Rock,1971,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,464800,2670,0,0,660,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,612000,3133,600,0,483,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2015,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,451620,2406,0,0,504,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,370000,1606,0,0,375,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,661170,1674,0,992,0,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1920,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,495000,1188,0,0,0,0,1,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,1905,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,389000,1805,0,0,677,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,689900,4458,0,0,864,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,307500,1475,0,0,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-03,581000,2682,0,0,590,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,300000,1592,0,0,240,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,517000,3166,0,0,560,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-06,345000,2092,0,0,440,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2005,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,387000,2580,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1955,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,437500,2670,0,0,460,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2001,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,360000,2196,0,0,440,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2010,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-06,402000,1772,0,0,460,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1984,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,570913,1790,0,0,441,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2019,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-03,400000,1506,0,0,462,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1993,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,1350000,6542,0,0,1557,1692,3,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2007,5,4,,,SEWER/SEPTIC INSTALLED
2020-01-08,600000,3198,0,0,432,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2000,6,4,,,SEWER/SEPTIC INSTALLED
2020-01-10,400000,1730,0,0,0,720,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1900,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-03,315000,1166,0,0,420,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1999,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,310000,896,0,0,280,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1970,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,343500,848,0,848,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1920,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-10,340000,1688,0,0,480,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1999,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,250000,1128,0,842,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1924,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,368000,1630,0,0,441,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2001,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,395000,1774,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,479950,1820,0,0,528,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1979,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,297500,1350,0,0,616,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1994,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,497500,2966,0,0,498,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,460000,2194,0,0,396,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,359950,1088,544,1088,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1942,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,350000,1336,0,660,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1955,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,395035,2953,0,0,768,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,622500,3273,0,240,400,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1965,3,4,,View Good,SEWER/SEPTIC INSTALLED
2020-01-03,489950,2647,0,0,437,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,342000,1690,0,0,418,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1998,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,417000,2226,0,0,0,560,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1998,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,304000,1400,0,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,335000,2202,0,0,504,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,419000,2460,0,0,550,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1935,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,450861,2441,0,0,420,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,332000,1314,0,0,441,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1998,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-14,714990,1841,0,1226,654,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,340000,1613,0,0,352,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,315000,1266,0,0,0,480,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1908,4,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,315000,1456,0,0,400,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2016,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,401000,1675,0,525,0,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1948,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,580000,2399,0,0,569,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,542950,1776,0,1125,0,0,1,Warm and Cool Air Zone,Masonry Common Brick,Drywall,1,Composition Shingle,1945,3,2,,View Avg +,SEWER/SEPTIC INSTALLED
2020-01-08,420000,1690,0,0,286,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1975,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-14,319950,1248,0,0,312,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1973,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,283000,1354,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1969,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,405000,1245,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1935,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,355000,1588,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1998,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,559000,1584,0,1154,484,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1987,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-11,375000,1830,0,0,484,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,371650,1558,0,1042,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1942,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,430000,2112,0,0,528,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2002,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,380000,2412,0,0,420,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2014,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-04,352000,2213,0,0,430,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-06,99000,3100,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1930,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,355000,1688,0,0,600,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1988,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,525000,2509,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,345000,2172,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-01,534950,3072,0,0,460,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,310000,884,0,0,312,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1980,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-02,635929,2429,0,0,451,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-09,496500,2781,0,0,415,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-11,305000,1645,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-02,115000,2454,0,0,638,0,1,Heat Pump,Frame Siding,Drywall,0,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-14,255000,1152,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1968,4,1,,,SEWER/SEPTIC INSTALLED
2020-01-08,501757,2576,0,0,480,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,479990,2954,0,0,658,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,589995,3583,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,450000,1608,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1962,3,2,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-08,360000,2381,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,631773,3039,0,0,441,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2018,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,359000,1482,0,0,420,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1999,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,354900,899,300,0,399,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1958,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-10,349950,2005,0,0,406,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2008,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,391500,1622,0,0,528,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1975,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,612858,2136,0,0,451,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,394000,1848,0,816,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1900,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,599500,2485,0,658,632,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1999,4,4,,View Avg,SEWER/SEPTIC INSTALLED
2020-01-07,449995,2318,0,0,376,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,475000,1759,0,0,550,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1979,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,412000,1999,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1940,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,313000,786,384,0,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1947,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,326000,1990,0,0,387,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,124754,1140,456,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1898,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,379000,1768,0,0,0,672,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1978,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,625600,3710,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-14,280000,1450,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1958,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-14,499950,2468,0,1980,0,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2006,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-16,390000,1613,0,0,418,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1991,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,400000,1562,0,0,342,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2013,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,303300,1350,0,0,0,400,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2002,2,3,,,SEWER/SEPTIC INSTALLED
2020-01-06,305000,1591,0,0,391,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2005,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,442850,2461,0,0,380,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,675000,1690,528,850,0,336,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1905,5,2,,,SEWER/SEPTIC INSTALLED
2020-01-14,96690,1633,0,0,483,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1962,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-15,215000,1680,0,0,420,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1971,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,690000,2293,0,0,744,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1987,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,280000,1062,0,0,288,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1975,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,660000,1128,0,1100,0,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2010,2,2,WF Lake,,SEWER/SEPTIC INSTALLED
2020-01-13,472000,2100,0,0,625,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1963,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-13,350000,1792,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1984,3,2,,,SEWER/SEPTIC INSTALLED
